Knowledge Base	http://www.redmine.org/plugins/knowledge-base	Do you want to implement knowledge management within your company organization? Do you want to create good project documentation, share knowledge among people and thus foster your competitiveness?	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Knowledgebase	http://www.redmine.org/plugins/redmine_knowledgebase	This plugin adds generic knowledgebase funcationlity to the redmine project management application.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Landing Page	http://www.redmine.org/plugins/landing_page	Landing Page plugin for Redmine.  Allows you to set landing page (right after login) by project and/or by user	Compatible with Redmine 1.1.x, 1.2.x, 1.3.x, 1.4.x.
Language fallback	http://www.redmine.org/plugins/language_fallback	Quicky plugin to enable language fallback for Redmine	Compatible with Redmine 1.1.x, 1.2.x.
Latest Forum Messages	http://www.redmine.org/plugins/redmine_last_messages	Shows the latest forum messages on 	Home
Latest Issues	http://www.redmine.org/plugins/latest-issues	This plugin displays latest issues on the home page. User can define how many issues it will display and on which side they will appear	Compatible with Redmine 2.0.x, 2.1.x, 2.2.x.
Ldap avatar plugin	http://www.redmine.org/plugins/redmine_gemavatar	Gemavatar is a Redmine plugin for replacing the gravatars (they must be enabled) with the jpeg pictures stored in the ldap auth_source that Redmine is configured to work with.	Compatible with Redmine 1.4.x.
Ldap extra information plugin	http://www.redmine.org/plugins/geminfo	Allows the administrator to aggregate ldap information to redmine information in the user views.	Compatible with Redmine 1.4.x.
Lightbox Plugin for image attachment	http://www.redmine.org/plugins/redmine_lightbox	This plugin lets you preview the image and pdf attachments in a lightbox.	Compatible with Redmine 0.8.x, 0.9.x, 1.0.x, 1.1.x, 1.2.x.
Linked time entries plugin	http://www.redmine.org/plugins/linked_time_entries	Plugin adds links to issues at time entries report.	Compatible with Redmine 1.4.x.
Local Avatars Plugin	http://www.redmine.org/plugins/redmine_local_avatars_003	A plugin to give the users the power to change their avatar. The plugin has originally been developed by Andrew Chaika. He produced version 0.0.1 of the plugin. The plugin had some deficiencies and solutions to them in the Redmine forums. I simply applied the corrections to the plugin since the conceptor didn't promulgate any activity on the plugin in over a year.	Compatible with Redmine 1.0.x.
Localizable	http://www.redmine.org/plugins/localizable	In Redmine when you add roles, issue statuses, enumerations, ... you can only add them in one language, this plugin overloads this limitation.	Compatible with Redmine 0.9.x, 1.0.x, 1.1.x, 1.2.x, 1.3.x, 1.4.x.
Logs	http://www.redmine.org/plugins/logs	Logs is a plugin lets you download Redmine's log files from administration page.	Compatible with Redmine 2.1.x.
Mac OS X Identity Services authentication	http://www.redmine.org/plugins/redmine_osx_ids	Redmine plugin for using Mac OS X Identity Services to authenticate with directory services, such as Active Directory.	Compatible with Redmine 1.0.x.
Mail Status	http://www.redmine.org/plugins/redmine_mailstatus	Redmine Mail Status Plugin changes the issue status from one value to another on update, depending upon the starting status.	Compatible with Redmine 2.3.x, 2.2.x.
Mantis2Redmine Migrator	http://www.redmine.org/plugins/m2r	A Redmine plugin that migrate Mantis's data to Redmine	Compatible with Redmine 1.2.x.
Meetings	http://www.redmine.org/plugins/meetings	Allow a user to create meetings associated with a project and (optionally) an issue.	Compatible with Redmine 2.3.x, 2.2.x.
Meetings	http://www.redmine.org/plugins/redmine_meetings	This plugin allows to manage meetings and export them as ICS files (so you can import meetings later in Outlook or any other calendar application...)	Compatible with Redmine 1.3.x.
Meta	http://www.redmine.org/plugins/meta	The Meta tags are widely used for 	Compatible with Redmine 2.2.x, 2.1.x, 2.0.x, 1.4.x, 1.0.x.
Milestones	http://www.redmine.org/plugins/redmine_milestones	This plugin adds milestone entity in Redmine (	Compatible with Redmine 1.3.x, 1.4.x, 2.0.x, 2.1.x.
Monitoring & Controlling	http://www.redmine.org/plugins/monitoring-controlling	M&amp;C is a Redmine Plugin used as a chart tool to monitoring issues’ project	Compatible with Redmine 2.0.x, 2.1.x.
MS Project Import	http://www.redmine.org/plugins/ms-project-import	Do you plan in MS Project? Do you want to substitue MS Project with Open Source collaborative tool Redmine? Here is plugin that can help you.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x.
Multi Calendar	http://www.redmine.org/plugins/redmine_multi_calendar	Related issue: 	Compatible with Redmine 1.4.x.
MultiPass SSO Authentication	http://www.redmine.org/plugins/redmine_multipass	This plugin is based on MultiPass gem (	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x, 1.4.x, 1.3.x, 1.2.x, 1.1.x.
Multiple files upload/download	http://www.redmine.org/plugins/redmine_multiple_files_upload	Plugin adds the ability to upload and attach multiple files at once to issue, forum message or wiki page or to download selected files as a ZIP archive.	gem install rubyzip
My Page Queries	http://www.redmine.org/plugins/my_page_queries	Adds custom queries onto My Page screen	Compatible with Redmine 1.0.x.
My Projects	http://www.redmine.org/plugins/my_projects	My Projects is a simple plugin that displays your assigned projects on the home screen / landing page.	Compatible with Redmine 2.3.x.
My Projects	http://www.redmine.org/plugins/gsc_my_projects	This plugin add a new menu called "My Projects".	mosaic
My Roadmaps	http://www.redmine.org/plugins/my_roadmaps	A quick and dirty plugin that provides a global roadmaps view for all your projects.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x.
New Issue Alert List	http://www.redmine.org/plugins/newissuealertlist	This provides a quick and easy way to see who is notified of new issues via the 	Compatible with Redmine 2.4.x, 2.3.x, 2.2.x.
New Issue Alerts	http://www.redmine.org/plugins/redmine_newissuealerts	Redmine NewIssueAlerts is a Redmine plugin that sends an email to specified email addresses when a new issue is logged	Compatible with Redmine 0.8.x, 0.9.x.
New Wiki Page Shortcut	http://www.redmine.org/plugins/redmine_create_wiki_page	This (tested with Redmine 2.2.3) adds a "New" link to every wiki page, making it simpler to create new wiki pages.	Compatible with Redmine 2.2.x.
Niko-niko Calendar	http://www.redmine.org/plugins/niko_cale	Niko-niko Calendar (Niko-cale) plugin is a Redmine plugin that shows the mood of project members and the overall project on a daily basis. If you want to know more about Niko-niko Calendar, see the following page. 	Compatible with Redmine 1.0.x.
Niko-niko Calendar plugin for Redmine 2.X	http://www.redmine.org/plugins/redmine_nikoniko_calendar2	Niko-niko Calendar for Redmine 2.X	Compatible with Redmine 2.2.x, 2.1.x.
Notifo notifications	http://www.redmine.org/plugins/notifo	Plugin which integrates Notifo push notifications with Redmine. When an issue is created or updated you will receive push notifications.	Compatible with Redmine 1.0.x, 1.1.x.
Notify custom users	http://www.redmine.org/plugins/notify_custom_users	This plugin enable email notifications for Custom field with User type.	Compatible with Redmine 1.4.x, 2.0.x.
OmniAuth CAS	http://www.redmine.org/plugins/redmine_omniauth_cas	Allow authentication against a CAS server via the OmniAuth authentication framework	Compatible with Redmine 1.2.x, 1.3.x.
Open links in new window	http://www.redmine.org/plugins/redmine_open_links_in_new_window	Plugin that follow all links of content to be opened in new window instead of current one.	Compatible with Redmine 2.1.x, 2.0.x, 1.4.x, 1.3.x, 1.2.x, 1.1.x, 1.0.x, 0.9.x.
OpenID Fix	http://www.redmine.org/plugins/openid_fix	This plugin makes Redmine work with Google OpenID accounts.	Compatible with Redmine 2.2.x, 2.1.x, 2.0.x, 1.4.x, 1.0.x.
OpenID Selector	http://www.redmine.org/plugins/openid-selector	Provides an OpenID selector at login.	Compatible with Redmine 1.1.x, 1.2.x, 1.3.x.
Opensearch	http://www.redmine.org/plugins/redmine_opensearch	Add 	Compatible with Redmine 0.8.x, 0.9.x, 1.0.x, 1.1.x.
Orangutan	http://www.redmine.org/plugins/orangutan	This is a helper Redmine plugin for the 	Compatible with Redmine 1.0.x, 1.1.x.
Outlook Attachment Preview	http://www.redmine.org/plugins/redmine_msg_preview	This plugin to Redmine parses Microsoft Outlook MSG	Compatible with Redmine 0.9.x, 1.0.x, 1.1.x, 1.2.x.
Parking Lot Chart Plugin	http://www.redmine.org/plugins/parking-lot-chart	Parking Lot Chart Plugin is a plugin for Kanban practice. The version in the project is displayed by the card format.	Compatible with Redmine 0.8.x, 0.9.x.
Pastebin	http://www.redmine.org/plugins/pastebin	A real pastebin plugin for redmine.  At last!	Compatible with Redmine 1.1.x.
Payroll - Budget Sheet - internal & external cost of work	http://www.redmine.org/plugins/payroll-budget-sheet	Payroll - Budget sheet displays time entries with internal and external cost of work. This plugin cooperates with Project's Budgets (	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
People	http://www.redmine.org/plugins/people	Plugin for managing Redmine people with flexible permissions, avatars and attachments	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x.
Per-Project Sidebar Content	http://www.redmine.org/plugins/sidebar	Adding content to the sidebar of your project pages now made easy. You can now customize the sidebar in your project settings menu. Enter text (Textile), choose Wiki page or enter HTML code to be shown on the sidebar and just click "Save". You can also specify for what pages do you want the content to be shown.	Compatible with Redmine 2.1.x, 2.0.x, 1.4.x, 1.3.x, 1.2.x, 1.1.x, 1.0.x.
Periodic Tasks	http://www.redmine.org/plugins/periodictasks	In some projects there are tasks that need to be assigned on a schedule. Such as check the ssl registration once per year or run security checks every 3 months	Compatible with Redmine 1.0.x, 1.1.x, 1.2.x, 1.3.x.
Plugin views revisions	http://www.redmine.org/plugins/redmine_plugin_views_revisions	This plugin tries to solve problem that is caused by inability to monkey-patch views in the Redmine.	stdout
Posting issues helper API plugin	http://www.redmine.org/plugins/redmine_fulmo_helper	This plugin adds some REST APIs to post issues for "fulmo". "fulmo" is a add-on for Firefox/Chrome, which posts a issue with an annotated screenshot.	Compatible with Redmine 1.4.x, 2.0.x.
Pretty News URLs	http://www.redmine.org/plugins/pretty_news_urls	The Pretty News URLs Plugin automatically generates slugs for pretty URLs when News items are created or edited. The migration takes care of generating slugs for pre-existing items.	Compatible with Redmine 1.0.x.
Preview attach column/image gallery	http://www.redmine.org/plugins/redmine_preview_attach_column	To display new column in issues list view please select column named 	subject
Private wiki	http://www.redmine.org/plugins/private_wiki	Installation instruction on GitHub 	Compatible with Redmine 1.4.x, 2.0.x, 2.1.x.
Process Framework	http://www.redmine.org/plugins/process_framework	The process framework plugin can help you automatic generate versions, issues and sub-issues. When you create a project, you can choose an existed process framework such as requirement engineering or waterfall model. And you can import a process framework which actually is an xml file from other redmine platform. Besides, you can also create your private process framework which can adapt your company or team.	Compatible with Redmine 1.4.x, 2.0.x.
Progressive Projects List	http://www.redmine.org/plugins/progressive-projects-list	The plugin provides projects list with menus, description and progress bars, etc.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x.
Project filtering	http://www.redmine.org/plugins/project-filter	Redmine plugin that adds AJAX filters to the Project/Index view	Compatible with Redmine 1.0.x.
Project identifier alias/rename	http://www.redmine.org/plugins/project_alias	The name of this plugin should be "Project identifier rename"... But project identifier aliases are what makes the renaming possible! They allow to access project pages using different identifiers in URL thus any of such identifiers can be made a project identifier. All that is needed for this is to move the previous identifier to aliases (this is done by replacing the alias which has been made a project identifier). That's how this plugin does the trick!	Compatible with Redmine 1.0.x, 1.1.x, 1.2.x, 1.3.x.
Project Overview	http://www.redmine.org/plugins/project_overview	Project overview is a plugin designed to bring better project visibility for teams that deal with multiple projects on a daily basis. It is useful for teams with multiple projects each in different stages.	Compatible with Redmine 2.2.x, 2.1.x.
Project removal/redirection	http://www.redmine.org/plugins/project_removal	There are two ways to remove a project from Redmine - "archive" or delete. In both cases Redmine gives no explanation about the removal.	Compatible with Redmine 1.0.x, 1.1.x, 1.2.x, 1.3.x.
Project settings tabs hook	http://www.redmine.org/plugins/project_settings_hook	If you used to write plugins for 	Compatible with Redmine 1.0.x, 1.1.x, 1.2.x, 1.3.x.
Project's budgets / money	http://www.redmine.org/plugins/projects-budget	This Redmine plugin from Easy family helps you to manage / control you project's budgets.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Projects Accordion	http://www.redmine.org/plugins/redmine-projects-accordion	Show projects views with subprojects in accordion view.	Compatible with Redmine 2.1.x.
Projects table	http://www.redmine.org/plugins/projects_table	Projects page displayed as table	Compatible with Redmine 2.2.x, 2.1.x.
Projects Tree View	http://www.redmine.org/plugins/projectstreeview	 credits goes to initial developer 	Compatible with Redmine 1.4.x.
Projectstyle	http://www.redmine.org/plugins/projectstyle	Allows to set a visual style per project using project identifier. Useful when hosting projects from different organizations with different visual identities.	Compatible with Redmine 0.9.x.
Q&A	http://www.redmine.org/plugins/questions	Plugin designed for Questions and Answers management and replaced redmine forums module	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x.
QA Contact	http://www.redmine.org/plugins/redmine_qa_contact	This plugin provides basic support for a QA Contact field on issues.  Issue Categories can have a default QA Contact much like they have a default assignee.	Compatible with Redmine 1.0.x.
Question Plugin	http://www.redmine.org/plugins/question_plugin	Allow users to assign a journal's note to another user as if the note was a question.	Compatible with Redmine 2.2.x.
R Graphs	http://www.redmine.org/plugins/wiki_r_plugin	Render R graphics from inline R code on wiki pages	Compatible with Redmine 1.1.x, 1.2.x.
RD formatter	http://www.redmine.org/plugins/redmine_rd_formatter	This plugin adds RD support to Redmine's wiki formatter.	Compatible with Redmine 0.8.x, 0.9.x, 1.0.x, 1.1.x, 1.2.x.
Receive IMAP emails anonymously (patch)	http://www.redmine.org/plugins/receive_imap_emails_anonymously_patch	This plugin solves the problem that issues created from anonymous emails that are fetched via 	Compatible with Redmine 2.2.x.
Redcase	http://www.redmine.org/plugins/redcase	A plugin from the past for managing test cases. Has a diagram to display done/undone. Works by filling in issues for separate tracker 'Test case'.	Compatible with Redmine 2.2.x.
Reddrop	http://www.redmine.org/plugins/reddrop	Reddrop is a plugin for Redmine that allows users of that service to sync their documents and files using Dropbox. Reddrop is a replacement for the files and documents tabs in Redmine and allows to browse a Dropbox's folder hierarchically.	Compatible with Redmine 2.0.x, 2.1.x, 2.2.x.
RedFire	http://www.redmine.org/plugins/redfire	A Redmine plugin for awesome campfire notifications. It allows configure notifications per project.	Compatible with Redmine 2.4.x, 2.3.x, 2.2.x.
Redmin RubyCAS	http://www.redmine.org/plugins/redmine_rubycas	A Plugin for Redmine 2 that utilizes the RubyCAS Client for CAS authentication.	Compatible with Redmine 2.3.x, 2.2.x.
Redmine 4 Cryptostocks	http://www.redmine.org/plugins/redmine4cs	This plugin retrieves the ticker information of a security listed on 	Compatible with Redmine 2.0.x.
Redmine ActiveRecord Session Store plugin	http://www.redmine.org/plugins/redmine_activerecord_session_store	This plugin teaches Redmine to use ActiveRecord as session store.	Compatible with Redmine 2.2.x.
Redmine all files	http://www.redmine.org/plugins/redmine_all_files	Plugin for Redmine to view all project files.	Compatible with Redmine 2.2.x, 2.1.x.
Redmine Attach Screenshot	http://www.redmine.org/plugins/redmine_attach_screenshot_2	Attach screenshots from your clipboard right into Redmine.	Compatible with Redmine 2.2.x, 2.1.x, 2.0.x.
Redmine Auto Percent	http://www.redmine.org/plugins/redmine_auto_percent	Automatically sets Done to 100% on Resolved or Closed.	Compatible with Redmine 1.0.x, 1.1.x, 1.2.x, 1.3.x.
Redmine AutoWatch	http://www.redmine.org/plugins/redmine-autowatch	This plugins provides the ability to configure a role for auto-watching newly created tickets.	autowatch
Redmine Backlogs	http://www.redmine.org/plugins/redmine	redmine	Compatible with Redmine 1.1.x.
Redmine Bitbucket	http://www.redmine.org/plugins/redmine_bitbucket	This plugin allows you to update your local repositories in Redmine when changes have been pushed to Bitbucket.	Compatible with Redmine 2.1.x, 2.0.x.
redmine boards	http://www.redmine.org/plugins/redmine_boards	Show the boards like a BBS forum, and each topic have a category.	Compatible with Redmine 1.3.x.
Redmine Bootstrap	http://www.redmine.org/plugins/redmine_bootstrap	A plugin overriding some Redmine views and incorporating the Bootstrap CSS theme	Compatible with Redmine 2.1.x.
Redmine Buildbot	http://www.redmine.org/plugins/redmine_buildbot	This plugin provides a simple integration of 	Compatible with Redmine 1.0.x, 1.1.x, 1.2.x.
Redmine Bulk User Assignments	http://www.redmine.org/plugins/redmine_bulk_user_assignments	The Redmine Bulk User Assignments plugin was developed to provide a way to manage multiple users to multiple projects with multiple roles. Currently it is only allowed to be set by a Redmine Admin, as it is in the Administration section of Redmine.	Compatible with Redmine 1.3.x.
Redmine CAS	http://www.redmine.org/plugins/redmine-cas	Plugin to CASify your Redmine installation.	Compatible with Redmine 2.2.x.
Redmine Category Tree	http://www.redmine.org/plugins/redmine_category_tree	Allows categories of projects to act as a nested set (tree).	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Redmine Chuck Norris plugin	http://www.redmine.org/plugins/redmine_chuck_norris	This plugin modifies the Project overview tab showing a random Chuck Norris fact. Chuck will also approve the project if more than 50% issues are closed.	Compatible with Redmine 1.0.x, 1.1.x, 1.2.x, 1.3.x.
Redmine CKEditor	http://www.redmine.org/plugins/ckeditor	Best wysiwyg editor for Wiki's 	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Redmine Cmis Plugin	http://www.redmine.org/plugins/redmine_cmis	This plugin enables a new project module that allows to upload documents on a Cmis compatible server.	Tested against Alfresco Cmis Services
Redmine contacts	http://www.redmine.org/plugins/redmine_contacts	Redmine plugin to add multiple contacts to an issue. A contact has name, direction and telephones.	Compatible with Redmine 1.2.x, 1.1.x, 1.0.x.
Redmine Contracts with Time Tracking	http://www.redmine.org/plugins/redmine_contracts_with_time_tracking	A Redmine plugin for managing the time/money being spent on client contracts.	Compatible with Redmine 2.2.x.
Redmine CORS	http://www.redmine.org/plugins/redmine_cors	Redmine plugin to allow external application to use Redmine REST API with cross-origin resource sharing.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Redmine Crowd	http://www.redmine.org/plugins/redmine_crowd	Connect Crowd (Atlassian SSO) to redmine	Compatible with Redmine 1.3.x.
Redmine Custom Recipients	http://www.redmine.org/plugins/customrecipients	This plugin will enable any user selected in a custom field of the type 'User' to receive issue notifications.	Compatible with Redmine 1.2.x.
Redmine Cut Tag plugin	http://www.redmine.org/plugins/redmine_cut_tag	This redmine plugin adds the ability to use a CUT macros in the issue description and wiki	Compatible with Redmine 2.0.x.
Redmine Dropbox Plugin	http://www.redmine.org/plugins/redmine_drop_box	This plugin allows to storage proyect files on your Dropbox account.	Compatible with Redmine 0.7.x, 0.8.x, 0.9.x, 1.0.x, 1.1.x, 1.2.x.
Redmine Due Date By Default	http://www.redmine.org/plugins/redmine_due_date_by_default	Plugin automatically sets due date of the issue based on the due date field of the target version	Compatible with Redmine 1.2.x.
Redmine Email Reminder	http://www.redmine.org/plugins/redmine_pyreminder	A Redmine email reminder written in python.	Compatible with Redmine 1.2.x.
Redmine Embedded	http://www.redmine.org/plugins/redmine-embedded	Based on the plugin by Jean-Philippe Lang.	Compatible with Redmine 2.0.x.
Redmine Freshbooks	http://www.redmine.org/plugins/redmine_freshbooks	Redmine-Freshbooks integrates Freshbooks timelogging into Redmine. It allows for time entered into the time log in Redmine to be synced to a company Freshbooks account. Staff assignments are adhered to so that only those assigned to the Freshbooks project can enter time. It will not prevent time from being entered into Redmine if the user has permission in Redmine to log time.	Compatible with Redmine 0.9.x, 1.0.x.
Redmine Git :: Gitolite Integration	http://www.redmine.org/plugins/redmine-gitolite	Provides Gitolite integration in Redmine 2.x	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x, 1.4.x, 1.3.x.
Redmine Git Branch Hook	http://www.redmine.org/plugins/redmine_git_branch_hook	Operate the issue by Git BRANCH. For example,	Compatible with Redmine 1.3.x.
Redmine Gollum	http://www.redmine.org/plugins/redmine_gollum	Gollum is a wiki system that powers GitHub Wikis (	Compatible with Redmine 2.0.x.
Redmine Graph Activities	http://www.redmine.org/plugins/graph_activities	This plugin allows you to see members' activity-graphs.	Compatible with Redmine 1.2.x, 1.3.x.
Redmine Harvest integration	http://www.redmine.org/plugins/redmine_harvest_smc	This plugin is used to sync time entries made in Harvest with issues in Redmine by scanning the notes field of incoming Harvest entries for a 2-5 digit number which would correspond to a Redmine issue ID. When an issue is found it adds time to Redmine accordingly (and attempts to carry over the task name from Harvest). There's also a feature to set custom filters based on some combination the project name, task name, or a string occurrence (regex) in the notes. Entries from Harvest are displayed in the Redmine UI using the jQuery DataTables plugin which offers filtering, paging, and some other snazzy UI elements. The 'lib/tasks/redmine_harvest_smc_rake.sh' file can be put into the system crontab to establish regular sync jobs for all the registered users.	Compatible with Redmine 2.4.x, 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Redmine Hours	http://www.redmine.org/plugins/redmine_hours	Redmine Hours is a plugin to fill out your weekly timelog / timesheet easier.	Compatible with Redmine 2.0.x, 1.4.x.
Redmine HTTP Basic Authentication	http://www.redmine.org/plugins/redmine_http_basic_authentication	The purpose of this plugin is to hide the standard login form of Redmine.	Compatible with Redmine 2.4.x, 2.3.x.
Redmine Import ReqPro	http://www.redmine.org/plugins/import_reqpro	This plugin will import XML files exported from Requisiste Pro Baseline Manager. The importer create projects, users, trackers, attributes (custom fields), issues, sub issues and issue relations in Redmine.	Compatible with Redmine 1.4.x.
Redmine Information	http://www.redmine.org/plugins/rp_information	This plugin is made to be able to attend information such as 	Compatible with Redmine 2.1.x, 2.0.x.
Redmine issue id’s query plugin	http://www.redmine.org/plugins/issue_query	Plugin adds extra operators to issues query, allowing to select exact issues by their id’s (comma-separated list).	Compatible with Redmine 1.4.x, 1.3.x.
Redmine issues macros	http://www.redmine.org/plugins/redmine_issues_macros	Plugin provides 3 macro: {{related_issues}}, {{child_issues}} and {{issue(ID)}}.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x.
Redmine Issues Poll	http://www.redmine.org/plugins/redmine_issues_poll	A redmine plugin to elect issues.	Compatible with Redmine 2.1.x, 2.0.x, 1.3.x.
Redmine JOSSO Authentication Plugin	http://www.redmine.org/plugins/redmine_josso	Redmine JOSSO Authentication Plugin provides an authentication method for Redmine users based on Single Sign On Authentication implemented by the JOSSO project.	Compatible with Redmine 0.8.x, 0.9.x, 1.0.x, 1.1.x.
Redmine jquery file upload plugin	http://www.redmine.org/plugins/redmine_jquery_file_upload	Plugin for Redmine to more comfortable file upload.	Compatible with Redmine 2.2.x, 2.1.x.
Redmine Ldap Sync	http://www.redmine.org/plugins/redmine_ldap_sync	Extends redmine's ldap authentication with user and group synchronization, either on user login or by calling a rake task.	Compatible with Redmine 2.4.x, 2.3.x, 2.2.x, 2.1.x.
Redmine Local Avatars	http://www.redmine.org/plugins/redmine_local_avatars	Display local avatars in Redmine.	Compatible with Redmine 1.0.x.
Redmine Mail Sender	http://www.redmine.org/plugins/redmine_mail_sender	Add "Sender:" field to mails sent by Redmine.	Compatible with Redmine 1.2.x, 1.3.x.
Redmine Notice Close Issue	http://www.redmine.org/plugins/redmine_notice	This plugin allows you to disable the update notification tasks when changing status with option "Issue Closed".	Compatible with Redmine 1.3.x.
Redmine omniauth google	http://www.redmine.org/plugins/redmine_omniauth_google	This plugin is used to authenticate in redmine through Google.	Compatible with Redmine 2.2.x, 2.1.x.
Redmine open version filter	http://www.redmine.org/plugins/redmine_open_version_filter	This plugin adds new filters.	Compatible with Redmine 2.2.x, 2.1.x.
Redmine Openmeetings	http://www.redmine.org/plugins/redmine-openmeetings	This plugin allows to integrate Apache Openmeetings conference into Redmine project	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Redmine OpenSearch	http://www.redmine.org/plugins/redmine_open_search	This is a plugin for Redmine to add support for OpenSearch.	Compatible with Redmine 2.4.x, 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Redmine Orphan Revisions	http://www.redmine.org/plugins/redmine-orphan-revisions	View not linked revisions in Redmine roadmap.	Compatible with Redmine 2.4.x, 2.3.x, 2.2.x, 2.1.x.
Redmine PAM Auth	http://www.redmine.org/plugins/redmine_pam_auth	Adds PAM authorization to Redmine. Requires 	Compatible with Redmine 2.2.x, 2.1.x, 2.0.x, 1.4.x.
Redmine Pipeline Plugin	http://www.redmine.org/plugins/redmine_pipeline_plugin	Pipeline is a Redmine plugin to ease the estimation of available capacity.	Compatible with Redmine 2.4.x, 2.3.x.
Redmine post link 	http://www.redmine.org/plugins/redmine-post-link-plugin	This plugin enables Redmine to fill the content of 'New Issue' form with GET parameters passed in the URL.	Compatible with Redmine 1.1.x.
Redmine Pretend	http://www.redmine.org/plugins/pretend	Redmine plugin for quick change of the user	Compatible with Redmine 1.0.x.
Redmine Recaptcha	http://www.redmine.org/plugins/redmine_recaptcha	Plugin to add a 	Compatible with Redmine 1.0.x, 1.1.x.
Redmine Redcarpet Formatter	http://www.redmine.org/plugins/redmine_redcarpet_formatter	Markdown Wiki formatter build in GitHub's Redcarpet markdown processor.	Compatible with Redmine 1.2.x, 1.3.x.
Redmine Related Buster	http://www.redmine.org/plugins/redmine_related_buster	Redmine plugin to show related issues with their children if state of parent is not same as on related.	Compatible with Redmine 2.4.x, 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Redmine S3	http://www.redmine.org/plugins/redmine_s3	This plugin allows to save attachments to Amazon S3	Compatible with Redmine 2.0.x, 2.1.x.
Redmine Scrum cards	http://www.redmine.org/plugins/redmine_scrum_cards	Plugin adds the ability to generate PDF with cards from issues	Compatible with Redmine 2.3.x, 1.4.x.
Redmine sidebar toc	http://www.redmine.org/plugins/redmine_sidebar_toc	Provides navigation by the header of the anchor links in the wiki sidebar, on each wiki page.	Compatible with Redmine 2.3.x, 2.2.x.
Redmine Sidekiq	http://www.redmine.org/plugins/sidekiq		Compatible with Redmine 2.3.x, 2.2.x.
Redmine Slideshow	http://www.redmine.org/plugins/redmine-slideshow	A slideshow plugin for Redmine based on Slideous 	Compatible with Redmine 1.2.x, 1.3.x.
Redmine Spent time	http://www.redmine.org/plugins/redmine_spent_time	This is a Redmine plugin which allow users to add spent time entries for issues they have worked on. It gives users a comfortable form to do queries about their spent time on projects, along with a little form to submit new entries. Of course also it’s possible to delete entries and to modify existing ones.	Compatible with Redmine 2.2.x, 2.1.x.
Redmine Spent Time Required	http://www.redmine.org/plugins/redmine_spent_time_required	A Redmine plugin to require adding spent time	Compatible with Redmine 1.2.x.
Redmine Start Page	http://www.redmine.org/plugins/redmine_startpage	This is a plugin for Redmine.  It allows the user to select almost any redmine sub page as start page for a Redmine website.	Compatible with Redmine 1.2.x.
Redmine Stealth	http://www.redmine.org/plugins/redmine_stealth	Redmine Stealth is like a mute button for Redmine notification emails. Activate stealth mode and your actions on Redmine (e.g. updating issues or wiki content) will not generate any emails. This would be a good time to do a bulk update on issues without overflowing your client's inbox. Other users' actions continue to generate email as configured. Deactivate stealth mode, and everything is back to normal. Stealth mode permission may be restricted to certain roles.	Compatible with Redmine 2.1.x, 2.0.x, 1.4.x.
Redmine time limit	http://www.redmine.org/plugins/redmine_time_limit	Redmine Time Limit Plugin is used to monitor spent time by employees at the working place.	Compatible with Redmine 2.2.x, 2.1.x.
Redmine Timesheet Plugin	http://www.redmine.org/plugins/redmine_timesheet_plugin	Fork of Eric Davis's 	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Redmine Touch	http://www.redmine.org/plugins/redmine-touch	Redmine plugin to add missing function of "Last updated by" 	Compatible with Redmine 2.4.x, 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Redmine Tracker Control	http://www.redmine.org/plugins/redmine_track_control	Redmine Tracker Control plugin is a Redmine plugin that can be used to control issue creation with tracker. The access control can be configured in role/permission page. Tracker wise access work only in the projects where this module enabled.	Tracker Permission
Redmine Upload Forms	http://www.redmine.org/plugins/redmine_upload_forms	A plugin for managing upload forms	Compatible with Redmine 1.2.x.
Redmine Viafirma Authentication Plugin	http://www.redmine.org/plugins/redmine_viafirma	Redmine Viafirma Authentication Plugin provides an authentication method for Redmine users based on the Viafirma platform. For more information about Viafirma go to 	Compatible with Redmine 0.7.x, 0.8.x, 0.9.x, 1.0.x, 1.1.x.
